,molecule_chembl_id,canonical_smiles
482,CHEMBL3358363,O=C(/C=C/c1ccc(O)c(O)c1)CC(=O)/C=C/c1cc(O)c(O)c(O)c1
483,CHEMBL3358362,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(O)c2)cc(OC)c1OC
484,CHEMBL3358361,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(O)c2)cc1
485,CHEMBL1083516,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)c(O)c1
486,CHEMBL3358360,COc1cccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(O)c2)c1
487,CHEMBL3358359,O=C(/C=C/c1cccc(O)c1)CC(=O)/C=C/c1ccc(O)c(O)c1
488,CHEMBL3358358,COc1ccccc1/C=C/C(=O)CC(=O)/C=C/c1ccc(O)c(O)c1
489,CHEMBL3358357,O=C(/C=C/c1ccc(O)c(O)c1)CC(=O)/C=C/c1ccccc1O
490,CHEMBL319488,O=C(/C=C/c1ccc(O)c(O)c1)CC(=O)/C=C/c1ccc(O)c(O)c1
491,CHEMBL128748,COc1ccc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(OC)c(OC)c2)cc1OC
492,CHEMBL3361261,CCN(CC)CCCN1C(=O)c2ccccc2S1(=O)=O
493,CHEMBL3361260,O=C1c2ccccc2S(=O)(=O)N1CCCN(CCO)CCO
494,CHEMBL3361259,CCN(CC)CCN1C(=O)c2ccccc2S1(=O)=O
495,CHEMBL3360756,O=C1c2ccccc2S(=O)(=O)N1CCO
496,CHEMBL310671,O=C1NS(=O)(=O)c2ccccc21
497,CHEMBL1946184,NS(=O)(=O)c1ccccc1Br
498,CHEMBL176892,Cc1ccccc1S(N)(=O)=O
499,CHEMBL282157,NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
500,CHEMBL176402,COc1ccc(S(N)(=O)=O)cc1
502,CHEMBL3361272,Cl.O=S(=O)(CCCN1CCC(O)CC1)NCCNc1cccc2ccccc12
504,CHEMBL3361269,O=S(=O)(CCCN1CCC(Cc2ccccc2)CC1)NCCNc1cccc2ccccc12
505,CHEMBL3361265,O=S(=O)(CCCN1CCC(c2ccccc2)CC1)NCCNc1cccc2ccccc12
506,CHEMBL3361263,O=C1c2ccccc2S(=O)(=O)N1CCCN1CCC(O)CC1
507,CHEMBL3361278,O=C(CCC(=O)NCCNc1cccc2ccccc12)NCCNc1cccc2ccccc12
508,CHEMBL3361279,O=C(NCCCCNC(=O)c1ccc2ccccc2c1)c1ccc2ccccc2c1
510,CHEMBL3330741,O=C1NC(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N1
511,CHEMBL3330742,CN1C(=O)C(=Cc2ccc(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)C(=O)N(C)C1=O
513,CHEMBL3330744,N#CC(C#N)=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1
515,CHEMBL3330746,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=O)s3)cc21
516,CHEMBL3330747,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(C=C(C#N)C#N)s3)cc21
517,CHEMBL3330748,CC(C)(C)n1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2c2sc(-c3ccc(/C=C(\C#N)C(N)=O)s3)cc21
518,CHEMBL3330749,COc1ccc(-c2ccc(-c3ccc(C=O)s3)s2)cc1
519,CHEMBL3330752,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=C(C#N)C#N)s4)cc2n3C(C)(C)C)cc1
521,CHEMBL3330737,N#C/C(=C\c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O
522,CHEMBL3330750,COc1ccc(-c2ccc(-c3ccc(C=C(C#N)C#N)s3)s2)cc1
523,CHEMBL3330751,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(C=O)s4)cc2n3C(C)(C)C)cc1
524,CHEMBL1196204,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3
525,CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2
527,CHEMBL3322231,Cl.O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
528,CHEMBL3322234,Cl.O=C(NCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
529,CHEMBL3322233,Cl.O=C(NCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
530,CHEMBL3322232,Cl.O=C(NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
531,CHEMBL1086500,Oc1ccc(/C=C/c2cc(O)c3c(c2)O[C@H](c2ccc(O)cc2)[C@H]3c2cc(O)cc(O)c2)cc1
532,CHEMBL3331579,OC[C@H]1O[C@@H](Oc2ccc(/C=C/c3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)[C@H]4c3cc(O)cc(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O
533,CHEMBL3331580,OC[C@H]1O[C@@H](Oc2ccc([C@H]3Oc4cc(/C=C/c5ccc(O)cc5)cc(O)c4[C@@H]3c3cc(O)cc(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O
534,CHEMBL3331581,OC[C@H]1O[C@@H](Oc2ccc(/C=C/c3cc(O)c4c(c3)O[C@@H](c3ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc3)[C@@H]4c3cc(O)cc(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O
535,CHEMBL3331582,OC[C@H]1O[C@@H](Oc2ccc(/C=C/c3cc(O)c4c(c3)O[C@H](c3ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc3)[C@H]4c3cc(O)cc(O)c3)cc2)[C@H](O)[C@@H](O)[C@@H]1O
536,CHEMBL3326535,NC(=O)c1ccc(N2CCN(c3nc(-c4cccc(O)c4)cs3)CC2)c(Nc2nc(-c3cccc(O)c3)cs2)c1
537,CHEMBL3355579,COc1cc(CCC(=O)/C=C/CCCNc2c3c(nc4cc(Cl)ccc24)CC2CC(C)=CC3C2)ccc1O
538,CHEMBL3355580,COc1cc(CCC(=O)/C=C/c2ccc(CNc3c4c(nc5cc(Cl)ccc35)CC3CC(C)=CC4C3)cc2)ccc1O
539,CHEMBL3355581,COc1cc(CCC(=O)/C=C/c2ccc(CNc3c4c(nc5cc(Cl)ccc35)CC3CC(C)=CC4C3)cc2)cc(CN(C)C)c1O
540,CHEMBL140476,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2
541,CHEMBL25948,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1
542,CHEMBL3343708,CCN(CC)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1
543,CHEMBL3343712,CCN(C)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1
544,CHEMBL3343713,CCCN(C)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1
545,CHEMBL3343715,COc1cc2c(cc1OCCNC1CCCCC1)C(=O)/C(=C/c1ccc(N(C)C)cc1)C2
546,CHEMBL453066,COC(=O)c1cc2c(cn1)[nH]c1ccccc12
548,CHEMBL3343884,Cc1nc(C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12
550,CHEMBL3343920,Cc1nc(C(=O)NCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12
551,CHEMBL3343921,Cc1nc(C(=O)NCCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12
554,CHEMBL3343923,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2c([nH]c3ccccc32)c(-c2ccccc2)n1
555,CHEMBL3343924,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2c([nH]c3ccccc32)c(-c2ccc(F)cc2)n1
556,CHEMBL3343925,COc1ccc(-c2nc(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc3c2[nH]c2ccccc23)cc1
557,CHEMBL3343926,CC(C)(C)OC(=O)N1Cc2[nH]c3ccccc3c2C[C@H]1C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
558,CHEMBL3343927,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)[C@@H]1Cc2c([nH]c3ccccc23)CN1
561,CHEMBL3343930,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
562,CHEMBL3343931,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
563,CHEMBL3343932,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCCCCNc1c2c(nc3ccccc13)CCCC2
564,CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
565,CHEMBL3338395,COCCN(C[C@H]1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2ccccc2c1
566,CHEMBL3338394,COCCN(C[C@@H]1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2ccccc2c1
567,CHEMBL3338391,COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)c1ccc2ccccc2c1
568,CHEMBL3356528,COc1ccc2nc3c(c(NCCNC4=CC(=O)c5ccccc5C4=O)c2c1)CCCC3
569,CHEMBL3356529,COc1ccc2nc3c(c(NCCCNC4=CC(=O)c5ccccc5C4=O)c2c1)CCCC3
570,CHEMBL3356530,O=C1C=C(NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21
571,CHEMBL3356531,O=C1C=C(NCCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21
572,CHEMBL3356532,O=C1C=C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21
574,CHEMBL3356534,O=C1C(NCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21
575,CHEMBL3356535,O=C1C(NCCCNc2c3c(nc4ccccc24)CCCC3)=CC(=O)c2c(O)cccc21
576,CHEMBL3356536,O=C1C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)=CC(=O)c2c(O)cccc21
579,CHEMBL3356540,COc1ccc2nc3c(c(NCCNC4=C(Cl)C(=O)c5ccccc5C4=O)c2c1)CCCC3
581,CHEMBL3356951,O=C1C(Cl)=C(NCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21
582,CHEMBL3356952,O=C1C(Cl)=C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21
583,CHEMBL3356953,O=C1C(Cl)=C(NCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21
584,CHEMBL3356954,O=C1C(Cl)=C(NCCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21
585,CHEMBL3394545,Cc1cc(=O)[nH]c2cc(NCc3ccccc3O)ccc12
590,CHEMBL3394540,Cc1cc(=O)oc2cc(NCc3ccccc3O)ccc12
592,CHEMBL3394538,Cc1cc(=O)[nH]c2cc(/N=C/c3ccccc3O)ccc12
593,CHEMBL3394537,O=c1oc2cc(/N=C/c3ccc(O)cc3O)ccc2c2c1CCC2
594,CHEMBL3394536,O=c1oc2cc(/N=C/c3ccc(O)cc3O)ccc2c2c1CCCC2
595,CHEMBL3394535,Cc1c(Cl)c(=O)oc2cc(/N=C/c3ccc(O)cc3O)ccc12
596,CHEMBL3394534,Cc1c(C)c2ccc(/N=C/c3ccc(O)cc3O)cc2oc1=O
597,CHEMBL3394533,O=c1oc2cc(/N=C/c3ccccc3O)ccc2c2c1CCC2
598,CHEMBL3394532,O=c1oc2cc(/N=C/c3ccccc3O)ccc2c2c1CCCC2
600,CHEMBL3394530,Cc1c(C)c2ccc(/N=C/c3ccccc3O)cc2oc1=O
601,CHEMBL3394529,Cc1cc(=O)oc2cc(/N=C/c3ccc(Br)cc3O)ccc12
603,CHEMBL3394527,COc1ccc(/C=N/c2ccc3c(C)cc(=O)oc3c2)c(O)c1
604,CHEMBL3394526,Cc1cc(=O)oc2cc(/N=C/c3ccc(O)cc3O)ccc12
606,CHEMBL3393735,O=C(/C=C/c1ccc(O)c(O)c1)NCC(O)CNc1c2c(nc3ccccc13)CCCC2
607,CHEMBL3393736,O=C(/C=C/c1ccc(O)c(O)c1)NCC(O)CNc1c2c(nc3cc(Cl)ccc13)CCCC2
608,CHEMBL3393737,COc1cc(/C=C/C(=O)NCC(O)CNc2c3c(nc4ccccc24)CCCC3)ccc1O
609,CHEMBL3393738,COc1cc(/C=C/C(=O)NCC(O)CNc2c3c(nc4cc(Cl)ccc24)CCCC3)ccc1O
610,CHEMBL3398298,COc1cc(O)c2c(=O)cc(C(=O)NCCCN(C)Cc3ccccc3)oc2c1
611,CHEMBL3398299,CCN(CCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1
614,CHEMBL3398302,COc1cc(O)c2c(=O)cc(C(=O)NCCCCN(C)Cc3ccccc3)oc2c1
615,CHEMBL3398303,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1
617,CHEMBL3398305,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC
618,CHEMBL3398306,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1N(C)C
619,CHEMBL3398307,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccc(N(C)C)cc1
620,CHEMBL3398308,C#CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC
622,CHEMBL3398310,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCN(C)Cc3ccccc3)oc2c1
623,CHEMBL3398311,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1
625,CHEMBL3398313,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(OC)cc2o1)Cc1ccccc1OC
626,CHEMBL3398314,CCN(CCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC
627,CHEMBL3398315,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC
628,CHEMBL3398316,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cc(O)cc2o1)Cc1ccccc1OC
632,CHEMBL3398320,COc1ccccc1CN(C)CCCNC(=O)c1cc(=O)c2c(O)cccc2o1
635,CHEMBL3398323,CCN(CCCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC
636,CHEMBL3398324,CCN(CCCCCCNC(=O)c1cc(=O)c2c(O)cccc2o1)Cc1ccccc1OC
637,CHEMBL3397872,COc1cc(CNCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC
638,CHEMBL3397873,COc1cc(CNCCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC
639,CHEMBL3397874,COc1cc(CNCCCCN2CCC(Cc3ccccc3)CC2)cc(OC)c1OC
640,CHEMBL3397875,COc1ccc(CNCCN2CCC(Cc3ccccc3)CC2)cc1OC
641,CHEMBL3397054,COc1ccc(CNCCCN2CCC(Cc3ccccc3)CC2)cc1OC
642,CHEMBL3397876,COc1ccc(CNCCCCN2CCC(Cc3ccccc3)CC2)cc1OC
643,CHEMBL3397877,COc1cc(CNCCN2CCC(Cc3ccccc3)CC2)ccc1O
644,CHEMBL3397878,COc1cc(CNCCCN2CCC(Cc3ccccc3)CC2)ccc1O
645,CHEMBL3397879,COc1cc(CNCCCCN2CCC(Cc3ccccc3)CC2)ccc1O
646,CHEMBL3397880,c1ccc(CC2CCN(CCNCc3cccnc3)CC2)cc1
647,CHEMBL3397881,c1ccc(CC2CCN(CCCNCc3cccnc3)CC2)cc1
648,CHEMBL3397882,c1ccc(CC2CCN(CCCCNCc3cccnc3)CC2)cc1
649,CHEMBL3397883,COc1cc(CNCCN2CCN(Cc3ccccc3)CC2)cc(OC)c1OC
650,CHEMBL3397884,COc1cc(CNCCCN2CCN(Cc3ccccc3)CC2)cc(OC)c1OC
651,CHEMBL3397885,COc1cc(CNCCCCN2CCN(Cc3ccccc3)CC2)cc(OC)c1OC
652,CHEMBL3397886,COc1ccc(CNCCN2CCN(Cc3ccccc3)CC2)cc1OC
653,CHEMBL3397887,COc1ccc(CNCCCN2CCN(Cc3ccccc3)CC2)cc1OC
654,CHEMBL3397888,COc1ccc(CNCCCCN2CCN(Cc3ccccc3)CC2)cc1OC
655,CHEMBL3397889,COc1cc(CNCCN2CCN(Cc3ccccc3)CC2)ccc1O
656,CHEMBL3397890,COc1cc(CNCCCN2CCN(Cc3ccccc3)CC2)ccc1O
657,CHEMBL3397894,COc1cc(CNCCCCN2CCN(Cc3ccccc3)CC2)ccc1O
658,CHEMBL3397893,c1ccc(CN2CCN(CCNCc3cccnc3)CC2)cc1
659,CHEMBL3397891,c1ccc(CN2CCN(CCCNCc3cccnc3)CC2)cc1
660,CHEMBL3397892,c1ccc(CN2CCN(CCCCNCc3cccnc3)CC2)cc1
661,CHEMBL3397895,COc1cc(CNCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC
662,CHEMBL3397896,COc1cc(CNCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC
663,CHEMBL3397897,COc1cc(CNCCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc(OC)c1OC
664,CHEMBL3397898,COc1ccc(CNCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc1OC
665,CHEMBL3397899,COc1ccc(CNCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc1OC
666,CHEMBL3397900,COc1ccc(CNCCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)cc1OC
668,CHEMBL3397902,COc1cc(CNCCCN2CCN(CC(c3ccccc3)c3ccccc3)CC2)ccc1O
670,CHEMBL3397904,c1ccc(C(CN2CCN(CCNCc3cccnc3)CC2)c2ccccc2)cc1
671,CHEMBL3397905,c1ccc(C(CN2CCN(CCCNCc3cccnc3)CC2)c2ccccc2)cc1
672,CHEMBL3397906,c1ccc(C(CN2CCN(CCCCNCc3cccnc3)CC2)c2ccccc2)cc1
673,CHEMBL3397151,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)CCc1cccc2c1oc1c(CCNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCN)C(C)C)cccc12)C(=O)N[C@H](C(=O)NCC(=O)O)[C@@H](C)CC
674,CHEMBL3397150,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)CNC(=O)CCc1cccc2c1oc1c(CCNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCC(=O)O)C(C)C)cccc12)C(=O)N[C@H](C(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O)[C@@H](C)CC
675,CHEMBL3397149,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)CCc1cccc2c1oc1c(CCNC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCN)C(C)C)cccc12)[C@@H](C)CC)C(=O)O
676,CHEMBL3397158,CC(C)C[C@H](NC(=O)CNC(=O)CCc1cccc2c1oc1c(CCNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CO)cccc12)C(=O)N[C@@H](CC[S+](C)[O-])C(=O)N[C@H](C(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O)C(C)C
677,CHEMBL3397157,CC(C)C[C@H](NC(=O)CNC(=O)CCc1cccc2c1oc1c(CCNC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCN)cccc12)C(=O)N[C@@H](CC[S+](C)[O-])C(=O)N[C@H](C(=O)O)C(C)C
678,CHEMBL3397156,CC[C@H](C)[C@H](NC(=O)CCc1cccc2c1oc1c(CCNC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)CN)cccc12)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC[S+](C)[O-])C(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O
679,CHEMBL3397155,CC[C@H](C)[C@H](NC(=O)CCc1cccc2c1oc1c(CCNC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)CNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCN)cccc12)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC[S+](C)[O-])C(=O)O
681,CHEMBL3397153,CC[C@H](C)[C@H](NC(=O)CCc1cccc2c1oc1c(CCNC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCN)C(C)C)cccc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](C)CC
682,CHEMBL3397152,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)CCc1cccc2c1oc1c(CCNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(C)C)cccc12)C(=O)N[C@H](C(=O)NCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)O)[C@@H](C)CC
683,CHEMBL3403872,COc1cc2oc(-c3ccc(OCC(=O)NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC
684,CHEMBL3403873,COc1cc2oc(-c3ccc(OCC(=O)NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC
685,CHEMBL3403874,COc1cc2oc(-c3ccc(OCC(=O)NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC
686,CHEMBL3400187,COc1cc2oc(-c3ccc(OCC(=O)NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC
687,CHEMBL3403875,COc1cc2oc(-c3cccc(OCC(=O)NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC
688,CHEMBL3403876,COc1cc2oc(-c3cccc(OCC(=O)NCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC
689,CHEMBL3403877,COc1cc2oc(-c3cccc(OCC(=O)NCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC
690,CHEMBL3403878,COc1cc2oc(-c3cccc(OCC(=O)NCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3)cc(=O)c2c(OC)c1OC
691,CHEMBL74490,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(OC)c1OC
692,CHEMBL3401031,COc1cc2oc(-c3cccc(O)c3)cc(=O)c2c(OC)c1OC
693,CHEMBL3401337,COc1cc(/C=C/C(=O)C2(C(=O)/C=C/c3ccc(O)c(OC)c3)CCC=C[C@@H]2c2ccc(OC)c(OC)c2)ccc1O
694,CHEMBL1818725,COc1ccc(/C=C/[C@H]2CCC=C[C@@H]2c2ccc(OC)c(OC)c2)cc1OC
695,CHEMBL3402706,CN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl
696,CHEMBL3402707,CN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl
697,CHEMBL3402708,CN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl
698,CHEMBL3402709,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl
699,CHEMBL3402710,CN(CCCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl
700,CHEMBL3402711,CN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F.Cl
701,CHEMBL3402712,CN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F.Cl
702,CHEMBL3402713,CN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F.Cl
703,CHEMBL3402714,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F.Cl
704,CHEMBL3402715,CN(CCCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F.Cl
705,CHEMBL3402716,CN(CCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1.Cl
706,CHEMBL3402717,CN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1.Cl
707,CHEMBL3402718,CN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1.Cl
708,CHEMBL3402719,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1.Cl
709,CHEMBL3402720,CN(CCCCCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1.Cl
710,CHEMBL3402721,Cl.O=C1c2ccccc2C(=O)N1Cc1ccc(CNCc2ccccc2)cc1
711,CHEMBL3402722,Cl.O=C1c2ccccc2C(=O)N1Cc1ccc(CNCc2ccccc2F)cc1
712,CHEMBL3402723,Cl.O=C1c2ccccc2C(=O)N1Cc1ccc(CNCc2cccc(Cl)c2)cc1
713,CHEMBL3402288,O=C1c2ccccc2C(=O)N1CCCNC1CCN(Cc2ccccc2)CC1
714,CHEMBL3402289,O=C1c2ccccc2C(=O)N1CCCCCNC1CCN(Cc2ccccc2)CC1
715,CHEMBL3402290,O=C1c2ccccc2C(=O)N1CCCCCCNC1CCN(Cc2ccccc2)CC1
716,CHEMBL3400171,O=C1c2ccccc2C(=O)N1CCCCCCCCNC1CCN(Cc2ccccc2)CC1
717,CHEMBL3402296,O=C1c2ccccc2C(=O)N1CCCCCCCCNC1CCN(Cc2cccc(Cl)c2)CC1
718,CHEMBL3402300,COc1ccc(CN2CCC(NCCCN3C(=O)c4ccccc4C3=O)CC2)cc1
719,CHEMBL3402303,c1ccc(CN2CCC(NCCCn3ccc4ccccc43)CC2)cc1
720,CHEMBL3402304,c1ccc(CN2CCC(NCCCCCn3ccc4ccccc43)CC2)cc1
721,CHEMBL3402305,c1ccc(CN2CCC(NCCCCCCn3ccc4ccccc43)CC2)cc1
