,molecule_chembl_id,canonical_smiles
238,CHEMBL2391475,COc1cc(=O)oc2cc(OCCCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
239,CHEMBL2391491,COc1cc(=O)oc2cc(OCCN3CCN(CC(=O)Nc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
240,CHEMBL12208,Cc1cc(=O)oc2cc(O)ccc12
241,CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
242,CHEMBL497,Oc1c(I)cc(Cl)c2cccnc12
243,CHEMBL2402067,COc1cc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc(OC)c1
244,CHEMBL2402160,CN(C)c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1
245,CHEMBL2402063,COc1cc(/C=C/c2ccc(NCc3cc(NC(C)C)ccc3O)cc2)cc(OC)c1
246,CHEMBL2402075,COc1cc(/C=C/c2ccc(NCc3cc(NCC(C)C)ccc3O)cc2)cc(OC)c1
247,CHEMBL2402074,CCCNc1ccc(O)c(CNc2ccc(/C=C/c3cc(OC)cc(OC)c3)cc2)c1
248,CHEMBL2402073,COc1cc(/C=C/c2ccc(NCc3c[nH]c4ccccc34)cc2)cc(OC)c1
249,CHEMBL2402072,COc1cc(/C=C/c2ccc(NCc3cc[nH]c3)cc2)cc(OC)c1
250,CHEMBL2402071,COc1cc(/C=C/c2ccc(NCc3ccccc3OC)cc2)cc(OC)c1
251,CHEMBL2402070,COc1cc(/C=C/c2ccc(NCc3ccccc3N(C)C)cc2)cc(OC)c1
252,CHEMBL2402069,COc1cc(/C=C/c2ccc(NCc3ccc(OC)cc3O)cc2)cc(OC)c1
253,CHEMBL2402068,COc1cc(/C=C/c2ccc(NCc3cc(Cl)ccc3O)cc2)cc(OC)c1
255,CHEMBL2402065,COc1cc(/C=C/c2ccc(NCc3cccc(OC)c3O)cc2)cc(OC)c1
256,CHEMBL2402064,COc1cc(/C=C/c2ccc(NCc3ccccc3O)cc2)cc(OC)c1
257,CHEMBL2402161,CN(C)c1ccccc1CNc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
258,CHEMBL2402159,O=[N+]([O-])c1ccc(O)c(CNc2ccc(/C=C/c3cc(O)cc(O)c3)cc2)c1
259,CHEMBL2402158,Oc1cc(O)cc(/C=C/c2ccc(NCc3cccc(O)c3O)cc2)c1
260,CHEMBL2402157,Oc1cc(O)cc(/C=C/c2ccc(NCc3ccccc3O)cc2)c1
261,CHEMBL2402162,COc1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1
262,CHEMBL2402163,CN(C)c1ccc(/C=C/c2ccc(NCc3cc(N(C)C)ccc3O)cc2)cc1
263,CHEMBL2407153,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCCCCc1nc2ccccc2s1
264,CHEMBL2407152,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCCc1nc2ccccc2s1
265,CHEMBL2407151,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCc1ccc(-c2nc3ccccc3s2)cc1
266,CHEMBL2407150,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(Cc2nc3ccccc3s2)cc1
267,CHEMBL2407149,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(-c2nc3ccccc3s2)cc1
268,CHEMBL12089,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]
269,CHEMBL2418130,COc1ccccc1SCCOc1c(OC)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2.[Br-]
270,CHEMBL2418129,COc1ccc2cc3[n+](cc2c1OCCSc1ccccc1F)CCc1cc2c(cc1-3)OCO2.[Br-]
271,CHEMBL2418128,CCc1ccccc1SCCOc1c(OC)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2.[Br-]
272,CHEMBL2418125,COc1ccc2cc3[n+](cc2c1OCCSc1ccccc1Cl)CCc1cc2c(cc1-3)OCO2.[Br-]
273,CHEMBL2418124,COc1ccc2cc3[n+](cc2c1OCCSc1ccc(C)cc1)CCc1cc2c(cc1-3)OCO2.[Br-]
274,CHEMBL2418123,COc1ccc2cc3[n+](cc2c1OCCSc1cccc(C)c1)CCc1cc2c(cc1-3)OCO2.[Br-]
275,CHEMBL2418122,COc1ccc2cc3[n+](cc2c1OCCSc1ccccc1C)CCc1cc2c(cc1-3)OCO2.[Br-]
276,CHEMBL2418119,COc1ccc2cc3[n+](cc2c1OCCCCSc1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-]
277,CHEMBL2418118,COc1ccc2cc3[n+](cc2c1OCCCSc1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-]
278,CHEMBL2418117,COc1ccc2cc3[n+](cc2c1OCCSc1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-]
279,CHEMBL2430975,CC(C)C[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O
280,CHEMBL2430976,C[C@@H](O)[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](N)CCCCN
281,CHEMBL2436692,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
282,CHEMBL2436691,COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2occc(=O)c12
283,CHEMBL2436690,O=c1ccoc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12
284,CHEMBL2436710,O=c1cc(-c2ccc([N+](=O)[O-])cc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
286,CHEMBL2436708,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1
287,CHEMBL2436707,Nc1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1
288,CHEMBL2436706,COc1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1
289,CHEMBL2436705,Cc1ccc(-c2cc(=O)c3ccc(OCCCN4CCN(CCCNc5c6c(nc7ccccc57)CCCC6)CC4)cc3o2)cc1
290,CHEMBL2436704,COc1cc(OCCCN2CCN(CCCNc3c4c(nc5ccccc35)CCCC4)CC2)cc2oc(-c3ccccc3)cc(=O)c12
291,CHEMBL2436703,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)cc(O)c12
292,CHEMBL2436702,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
293,CHEMBL2436701,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
294,CHEMBL2436700,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
295,CHEMBL2436699,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
296,CHEMBL2436698,O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
297,CHEMBL2436697,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
298,CHEMBL2436696,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
299,CHEMBL2436695,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
300,CHEMBL2436694,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
301,CHEMBL2436693,O=c1cc(-c2ccccc2)oc2cc(OCCN3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12
302,CHEMBL276915,O=c1cc(-c2ccccc2)oc2cc(O)ccc12
303,CHEMBL2435498,CN(C)c1ccc(-c2cc3cc(/C=C/C(=O)O)ccc3o2)cc1
304,CHEMBL2435497,COc1ccc(-c2cc3cc(/C=C/C(=O)O)cc(OC)c3o2)cc1N(C)C
305,CHEMBL2435496,COc1cc(-c2cc3cc(/C=C/C(=O)O)cc(OC)c3o2)ccc1N(C)C
306,CHEMBL2435495,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccc(F)c(N(C)C)c3)oc12
307,CHEMBL2435494,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccc(N(C)C)c(F)c3)oc12
308,CHEMBL2435514,COc1cc(-c2cc3cc(/C=C/C(=O)O)cc(OC)c3o2)ccc1O
309,CHEMBL2435513,COc1ccc(-c2cc3cc(/C=C/C(=O)O)cc(OC)c3o2)cc1O
310,CHEMBL2435512,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccc(N(C)C)cc3)oc12
311,CHEMBL2435511,COc1cc(/C=C/C(=O)O)cc2cc(-c3cccc(N(C)C)c3)oc12
312,CHEMBL2435510,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccccc3N(C)C)oc12
313,CHEMBL2435509,COc1ccc(-c2cc3cc(/C=C/C(=O)O)cc(OC)c3o2)cc1
314,CHEMBL2435508,COc1cccc(-c2cc3cc(/C=C/C(=O)O)cc(OC)c3o2)c1
315,CHEMBL2435507,COc1ccccc1-c1cc2cc(/C=C/C(=O)O)cc(OC)c2o1
316,CHEMBL2435506,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccc(O)cc3)oc12
317,CHEMBL2435505,COc1cc(/C=C/C(=O)O)cc2cc(-c3cccc(O)c3)oc12
318,CHEMBL2435504,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccccc3O)oc12
319,CHEMBL2435503,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccc(F)cc3)oc12
320,CHEMBL2435502,COc1cc(/C=C/C(=O)O)cc2cc(-c3cccc(F)c3)oc12
321,CHEMBL2435501,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccccc3F)oc12
322,CHEMBL2435500,COc1cc(/C=C/C(=O)O)cc2cc(-c3ccccc3)oc12
324,CHEMBL2435499,COc1ccc(-c2cc3cc(/C=C/C(=O)O)cc(O)c3o2)cc1N(C)C
326,CHEMBL2435530,CN(C)c1cc(-c2cc3cc(/C=C/C(=O)O)cc(O)c3o2)ccc1F
330,CHEMBL2435526,CN(C)c1ccc(-c2cc3cc(/C=C/C(=O)O)cc(O)c3o2)cc1
331,CHEMBL2435525,CN(C)c1cccc(-c2cc3cc(/C=C/C(=O)O)cc(O)c3o2)c1
332,CHEMBL2435524,CN(C)c1ccccc1-c1cc2cc(/C=C/C(=O)O)cc(O)c2o1
333,CHEMBL2435523,COc1ccc(-c2cc3cc(/C=C/C(=O)O)cc(O)c3o2)cc1
334,CHEMBL2435522,COc1cccc(-c2cc3cc(/C=C/C(=O)O)cc(O)c3o2)c1
335,CHEMBL2435521,COc1ccccc1-c1cc2cc(/C=C/C(=O)O)cc(O)c2o1
336,CHEMBL2435520,O=C(O)/C=C/c1cc(O)c2oc(-c3ccc(O)cc3)cc2c1
337,CHEMBL2435519,O=C(O)/C=C/c1cc(O)c2oc(-c3cccc(O)c3)cc2c1
338,CHEMBL2435518,O=C(O)/C=C/c1cc(O)c2oc(-c3ccccc3O)cc2c1
339,CHEMBL2435517,O=C(O)/C=C/c1cc(O)c2oc(-c3ccc(F)cc3)cc2c1
340,CHEMBL2435532,O=C(O)/C=C/c1cc(O)c2oc(-c3ccccc3)cc2c1
341,CHEMBL2435516,O=C(O)/C=C/c1cc(O)c2oc(-c3cccc(F)c3)cc2c1
342,CHEMBL2435515,O=C(O)/C=C/c1cc(O)c2oc(-c3ccccc3F)cc2c1
343,CHEMBL3087683,CC(C(=O)NCCCNCCCNC1=CC(=O)c2ccccc2C1=O)c1ccc(-c2ccccc2)c(F)c1
344,CHEMBL3087682,CC(C(=O)NCCCNC1=CC(=O)C(NCCCNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1
345,CHEMBL3087680,C[C@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1
346,CHEMBL3087679,C[C@@H](C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)[C@H](C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1
347,CHEMBL3087678,CC(C(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)=CC1=O)c1ccc(-c2ccccc2)c(F)c1
348,CHEMBL3087677,COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1
349,CHEMBL3087676,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O
350,CHEMBL3087675,CC1=C(CC(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)CC3=C(C)/C(=C\c4ccc([S+](C)[O-])cc4)c4ccc(F)cc43)=CC2=O)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1
351,CHEMBL3087674,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1
353,CHEMBL3093844,CN(CCCCCCCCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1)Cc1ccccc1
355,CHEMBL3093842,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCCCCCN4CCCC4)cc3o2)cc1
356,CHEMBL3093841,CCN(CC)CCCCCCCCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1
357,CHEMBL3093840,CN(CCCCCCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1)Cc1ccccc1
358,CHEMBL3093839,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCCCN4CCCCC4)cc3o2)cc1
362,CHEMBL3093835,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCN4CCCCC4)cc3o2)cc1
363,CHEMBL3093834,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCCCN4CCCC4)cc3o2)cc1
364,CHEMBL3093833,CCN(CC)CCCCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1
365,CHEMBL3093832,CN(CCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1)Cc1ccccc1
367,CHEMBL3093830,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCN4CCCCC4)cc3o2)cc1
368,CHEMBL3093847,CN(C)c1ccc(-c2cc(=O)c3ccc(OCCCCN4CCCC4)cc3o2)cc1
369,CHEMBL3093846,CCN(CC)CCCCOc1ccc2c(=O)cc(-c3ccc(N(C)C)cc3)oc2c1
370,CHEMBL32823,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3
371,CHEMBL3099498,O=C(CC[C@H](NC(=O)CNC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)NCC(=O)Nc1cccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc12)CCCC3
372,CHEMBL3098591,CN(C)Cc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(CN(C)C)c2)ccc1O
373,CHEMBL858,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
374,CHEMBL2064671,Oc1ccc(/C=N/c2ccccc2O)cc1O
375,CHEMBL3098342,Oc1ccccc1/N=C/c1cccc(F)c1
376,CHEMBL1966239,Oc1ccc(/C=N/c2ccccc2O)cc1
377,CHEMBL3098349,COc1ccc(O)c(/C=N/c2ccccc2)c1
378,CHEMBL3098348,Oc1ccc(Cl)cc1/C=N/c1ccccc1
379,CHEMBL3098347,Oc1ccccc1/C=N/c1ccc(F)cc1
380,CHEMBL3098346,Oc1ccccc1/C=N/c1cccc(F)c1
381,CHEMBL1797968,Oc1ccccc1/C=N/c1ccccc1F
382,CHEMBL2064676,Oc1ccc(/N=C/c2ccccc2O)cc1
383,CHEMBL2064674,Oc1cccc(/N=C/c2ccccc2O)c1
385,CHEMBL3098345,COc1ccc(/C=N/c2ccccc2O)cc1OC
386,CHEMBL2064673,COc1ccc(/C=N/c2ccccc2O)cc1
387,CHEMBL2236145,CN(C)c1ccc(/C=N/c2ccccc2O)cc1
388,CHEMBL3098344,Oc1ccc(/C=N/c2ccccc2O)c(O)c1
389,CHEMBL3098343,Oc1ccccc1/N=C/c1ccc(F)cc1
390,CHEMBL1797961,Oc1ccccc1/N=C/c1ccccc1F
391,CHEMBL2064670,Oc1cccc(/C=N/c2ccccc2O)c1
392,CHEMBL2064669,Oc1ccccc1/C=N/c1ccccc1O
393,CHEMBL2064668,Oc1ccccc1/N=C/c1ccccc1
394,CHEMBL3122169,CCNCc1ccc2nc(-c3cccnc3)c3c(c2c1)NCCC3
395,CHEMBL3122168,CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
396,CHEMBL3122167,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
397,CHEMBL3122166,CCOC(=O)c1ccc2nc(-c3cccnc3)c3c(c2c1)NCCC3
398,CHEMBL3122150,CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3
399,CHEMBL3122149,CCNC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3
400,CHEMBL3122148,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccc(OC)cc1)CCC3
401,CHEMBL3122147,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3
402,CHEMBL3122146,CCOC(=O)c1ccc2nc(-c3ccc(C(=O)OC)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3
403,CHEMBL3122145,CCOC(=O)c1ccc2nc(-c3cccnc3)c3c(c2c1)N(Cc1ccccc1)CCC3
404,CHEMBL3122172,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)CCC3
405,CHEMBL3120185,CCOC(=O)c1ccc2nc(-c3ccc(C(=O)OC)cc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3
406,CHEMBL3122171,CCOC(=O)c1ccc2nc(-c3cccnc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3
407,CHEMBL3122170,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)N(Cc1ccccc1)C(=O)CC3
408,CHEMBL3127003,CCN(CCCCOc1ccc(-c2coc3cc(OCCCCN(CC)Cc4ccccc4OC)cc(O)c3c2=O)cc1)Cc1ccccc1OC
409,CHEMBL3126996,CCN(CCCCOc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1)Cc1ccccc1OC
410,CHEMBL3127006,CCN(CCCCCCOc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1)Cc1ccccc1
411,CHEMBL3127215,COc1ccc2c(c1)oc1cccc(CN(C(=O)CCO[N+](=O)[O-])C(C)C)c12
414,CHEMBL3133246,COc1cc(/C=C/c2ccc(OCCCCCCN3CCCCC3C)cc2)cc(OC)c1
415,CHEMBL3133245,COc1cc(/C=C/c2ccc(OCCCCCCN3CCCCC3)cc2)cc(OC)c1
416,CHEMBL3133244,COc1cc(/C=C/c2ccc(OCCCCCCN3CCCC3)cc2)cc(OC)c1
420,CHEMBL3133240,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccc(F)cc1
421,CHEMBL3133239,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1cccc(F)c1
422,CHEMBL3133314,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1F
423,CHEMBL3133313,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccc(OC)cc1
424,CHEMBL3133312,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1cccc(OC)c1
425,CHEMBL3133311,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1OC
426,CHEMBL3133310,CCN(CCCCCCOc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1)Cc1ccccc1
430,CHEMBL3133307,COc1cc(/C=C/c2ccc(OCCCCCN(C)Cc3ccccc3)cc2)cc(OC)c1
433,CHEMBL3133249,COc1cc(/C=C/c2ccc(OCCN(C)Cc3ccccc3)cc2)cc(OC)c1
434,CHEMBL510763,CC(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(N)=O
435,CHEMBL3235502,O=C(CCCOc1cccc2[nH]c3ccccc3c12)NCCCNc1c2c(nc3ccccc13)CCCC2
436,CHEMBL2171309,COc1cc(/C=C/C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O
437,CHEMBL3233826,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl
440,CHEMBL3233829,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl
441,CHEMBL3233830,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl
442,CHEMBL3233831,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3[C@@H](C1)C2.Cl
445,CHEMBL3234039,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl
446,CHEMBL3234040,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCc4ccc(CNC(=O)c5cc(O)c6c(c5)C(=O)c5cccc(O)c5C6=O)cc4)c3C(C1)C2.Cl
447,CHEMBL2011499,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@@H](C1)C2.Cl
448,CHEMBL2007996,CC1=C[C@@H]2Cc3nc4cc(Cl)ccc4c(N)c3[C@H](C1)C2
452,CHEMBL3262657,CCN(CC)CCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1
453,CHEMBL3262658,CCN(CC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1
455,CHEMBL3262660,CCN(CC)CCCCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1
456,CHEMBL3262661,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN(C)C)cc1)NCC2
457,CHEMBL3262662,CCCN(CCC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1
458,CHEMBL3262663,CCCCN(CCCC)CCCCCCOc1ccc(CC2NCCc3cc(OC)c(OC)cc32)cc1
459,CHEMBL3262664,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCC3C)cc1)NCC2
460,CHEMBL3262665,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3C)cc1)NCC2
461,CHEMBL3262666,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCCC3)cc1)NCC2
462,CHEMBL3262667,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCCC3)cc1)NCC2
463,CHEMBL3262668,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)CC3)cc1)NCC2
464,CHEMBL3262669,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCOCC3)cc1)NCC2
465,CHEMBL3262670,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)(Cc4ccccc4)CC3)cc1)NCC2
466,CHEMBL3262671,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCN(c4ccccc4)CC3)cc1)NCC2
467,CHEMBL3262672,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCN(Cc4ccccc4)CC3)cc1)NCC2
468,CHEMBL3262673,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(c4ccccc4)CC3)cc1)NCC2
469,CHEMBL510363,COc1cc2c(cc1OC)C(Cc1ccc(O)cc1)NCC2
471,CHEMBL3358799,Oc1ccc(/C=C/c2cc(/C=C/c3ccc(O)c(O)c3)[nH]n2)cc1O
472,CHEMBL180239,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O
473,CHEMBL1645488,COc1cc(/C=C/C(=O)C(C)(C)C(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
474,CHEMBL105350,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1
475,CHEMBL3358798,O=C(/C=C/c1cccc(O)c1)CC(=O)/C=C/c1cccc(O)c1
476,CHEMBL1983366,O=C(/C=C/c1ccccc1O)CC(=O)/C=C/c1ccccc1O
477,CHEMBL3358797,N#Cc1cccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(O)c2)c1
478,CHEMBL3358796,O=C(/C=C/c1cccc([N+](=O)[O-])c1)CC(=O)/C=C/c1ccc(O)c(O)c1
479,CHEMBL3358366,O=C(/C=C/c1cc(O)c(O)c(O)c1)CC(=O)/C=C/c1ccccc1O
481,CHEMBL3358364,COc1c(O)cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(O)c2)cc1O
